crumbs	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title	title_de	description	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application	application-de	color	color-de	height	length	material	material-de	size	size-de	voltage_rating	weight	width	type	type-de
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	11.44	https://pacificsupply.bloomreach.com/products/4015368	4015368	Klein 63020 Multi-cable Cutter	Klein 63020 Multi-Kabelschneider	Klein 63020 Klein-Kurve&#174; Multi-Cable Cutter	Klein 63020 Klein-Kurve & # 174; Multi-Kabelschneider	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4015368.jpg	7.21	Klein Tools	63020	9264463020	Cuts Copper Wire, Stainless Steel, Conductors, and Coaxial Cable	Schneidet Kupferdraht, Edelstahl, Leiter, und Koaxialkabel										0.42			
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	5.48	https://pacificsupply.bloomreach.com/products/4350616	4350616	Greenlee Cutter Bolt-18 Hd	Greenlee Schneider Bolzen-18 Hd	Greenlee HDFBC18 Cutter Bolt-18 Hd Fiberglass	Greenlee HDFBC18 Schneider Bolzen-18 HD-Fiberglass	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4350616.jpg	3.45	Greenlee	HDFBC18	78331011277												3.2		Heavy Duty	Schwerlast
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.41	https://pacificsupply.bloomreach.com/products/4754071	4754071	Greenlee 765 Cutter	Greenlee 765 Cutter	Greenlee 765 CUTTER ASSY,CABLE-COMMUNICATIONS (765)	Greenlee 765 CUTTER ASSY, Kabel-Kommunikation (765)	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4754071.jpg	7.82	Greenlee	765	78331006011												7.86		Heavy duty manual communications cable cutter	Schwerlast manuelle Kommunikationskabelschneider
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	13.45	https://pacificsupply.bloomreach.com/products/729393	729393	Greenlee 34941 Wrench Ratchet-Hex	Greenlee 34941 Schraubenschlüssel Ratchet-Hex	Greenlee 34941 Wrench Ratchet-Hex (1 Box)	Greenlee 34941 Wrench Ratschen-Hex (1 Box)	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_729393.jpg	8.47	Greenlee	34941	78331034941												1.17			
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Wrench Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881032800	in stock	10.78	https://pacificsupply.bloomreach.com/products/4350583	4350583	Greenlee 0254-40 Wrench Set T-Handle	Greenlee 0254-40 Schlüssel-Satz T-Griff	Greenlee 0254-40 Wrench Set T-Handle 10Pc	Greenlee 0254-40 Schlüssel-Satz T-Griff 10Pc	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4350583.jpg	6.79	Greenlee	0254-40	78331013499							Chrome-Vanadium, Hardened Steel	Chrom-Vanadium, gehärteter Stahl				1.96		T Handle	T-Handgriff
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Wrench Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881032800	in stock	6.51	https://pacificsupply.bloomreach.com/products/350265	350265	Klein 68502 11-PC Metric Wrench Set	Klein 68502 11-PC Metric Wrench Set	Klein 68502 11pc Metric Wrench Set	Klein 68502 11pc Metric Wrench Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_350265.jpg	4.1	Klein Tools	68502	9264468502	For Turning Fasteners	Für Fasteners Drehen					Nickel chrome plated	Nickel-Chrom				2.74		Combination Wrench Sets	Maulschlüssel-Sets
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Wrench Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881032800	in stock	7.71	https://pacificsupply.bloomreach.com/products/21499	21499	Klein 68402 9-PC Combination Wrench Set	Klein 68402 9-PC Maulschlüssel Set	Klein 68402 9pc Combination Wrench Set	Klein 68402 9pc Maulschlüssel Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21499.jpg	4.86	Klein Tools	68402	9264468402							Nickel chrome plated	Nickel-Chrom				2.45		Combination Wrench Sets	Maulschlüssel-Sets
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Wrench Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881032800	in stock	12.84	https://pacificsupply.bloomreach.com/products/21502	21502	Klein 68406 14-PC Combination Wrench Set	Klein 68406 14-PC-Kombischlüssel-Set	Klein 68406 14pc Combination Wrench Set	Klein 68406 14pc Maulschlüssel Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21502.jpg	8.09	Klein Tools	68406	9264468406	For Confined Working Area and General Purpose	Für beengten Arbeitsbereich und General Purpose					Nickel chrome plated	Nickel-Chrom				11.04		Combination Wrench Sets	Maulschlüssel-Sets
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Wrench Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881032800	in stock	8.59	https://pacificsupply.bloomreach.com/products/349707	349707	Klein 68404 12-PC Combination Wrench Set	Klein 68404 12-PC-Kombischlüssel-Set	Klein 68404 12pc Combination Wrench Set	Klein 68404 12er Maulschlüssel Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_349707.jpg	5.41	Klein Tools	68404	9264468404							Nickel chrome plated	Nickel-Chrom				4.81		Combination Wrench Sets	Maulschlüssel-Sets
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Adjustable Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881030100	in stock	9.03	https://pacificsupply.bloomreach.com/products/21622	21622	Klein D507-12 12-IN Adjustable Wrench	Klein D507-12 12-IN Verstellbarer Schraubenschlüssel	Klein D507-12 12 Adjustable Wrench - Extra Capacity	Klein D507-12 12 Verstellbarer Schraubenschlüssel - Extra Kapazität	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21622.jpg	5.69	Klein Tools	D507-12	9264467534	Extra capacity allows use of a smaller size wrench to handle bigger jobs, especially in confined spaces.	Zusätzliche Kapazität ermöglicht die Verwendung eines kleineren Größe Schlüssel größere Aufgaben zu handhaben, besonders in geschlossenen Räumen.				12 in	Tool steel	Werkzeugstahl				1.69		Adjustable Wrenches - High Capacity	Schraubenschlussel - High Capacity
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Ratchet Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031700	in stock	5.67	https://pacificsupply.bloomreach.com/products/349592	349592	Klein 68310 4-SZ Reversable Ratchet Wrench	Klein 68310 4-SZ Umkehrbar Ratsche	Klein 68310 Ratcheting Refrigeration Wrench, 5-1/2	Klein 68310 Ratschen Refrigeration Schraubwerkzeug, 5-1 / 2	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_349592.jpg	3.57	Klein Tools	68310	9264468298	Designed for beam clamp installation as well as packing gland nuts and valve stem sockets	Für Trägerklemme Installation sowie Stopfbuchse Muttern und Ventilschaft Buchsen				139.7 mm						0.2		HVAC Ratcheting Refrigeration Wrenches; Ratcheting Refrigeration Wrenches	HVAC Ratschen Refrigeration Schlüssel; Ratschen Refrigeration Schlüssel
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Adjustable Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881030100	in stock	12.95	https://pacificsupply.bloomreach.com/products/347209	347209	Klein 507-6 6-IN Adjustable Wrench	Klein 507-6 6-IN Verstellbarer Schraubenschlüssel	Klein 507-6 6 Adjustable Wrench	Klein 507-6 6 Verstellbarer Schraubenschlüssel	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_347209.jpg	8.16	Klein Tools	507-6	9264467524	For General Purpose	Für General Purpose				6-3/8 in	Alloy Steel	Legierter Stahl				0.3		Adjustable Wrenches - High Capacity	Schraubenschlussel - High Capacity
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Adjustable Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881030100	in stock	12.92	https://pacificsupply.bloomreach.com/products/347395	347395	Klein 507-10 10-IN Adjustable Wrench	Klein 507-10 10-IN Verstellbarer Schraubenschlüssel	Klein 507-10 10 Adjustable Wrench	Klein 507-10 10 Verstellbarer Schraubenschlüssel	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_347395.jpg	8.14	Klein Tools	507-10	9264467530						10-1/8 in	Alloy Steel	Legierter Stahl				1		Adjustable Wrenches - High Capacity	Schraubenschlussel - High Capacity
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Adjustable Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881030100	in stock	7.39	https://pacificsupply.bloomreach.com/products/347303	347303	Klein 507-8 8-IN Adjustable Wrench	Klein 507-8 8-IN Verstellbarer Schraubenschlüssel	Klein 507-8 8 Adjustable Wrench	Klein 507-8 8 Verstellbarer Schraubenschlüssel	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_347303.jpg	4.65	Klein Tools	507-8	9264467527						8-1/8 in	Alloy Steel	Legierter Stahl				0.617		Adjustable Wrenches - High Capacity	Schraubenschlussel - High Capacity
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Adjustable Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881030100	in stock	6.61	https://pacificsupply.bloomreach.com/products/347487	347487	Klein 507-12 12-IN Adjustable Wrench	Klein 507-12 12-IN Verstellbarer Schraubenschlüssel	Klein 507-12 12 Adjustable Wrench	Klein 507-12 12 Verstellbarer Schraubenschlüssel	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_347487.jpg	4.16	Klein Tools	507-12	9264467533						12-1/4 in	Alloy Steel	Legierter Stahl				1.65		Adjustable Wrenches - High Capacity	Schraubenschlussel - High Capacity
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Adjustable Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881030100	in stock	13.12	https://pacificsupply.bloomreach.com/products/21615	21615	Klein D506-4 Adjustable Wrench 4 Dipped	Klein D506-4 Verstellbarer Schraubenschlüssel 4 getauchte	Klein D506-4 4 Adjustable Wrench, Plastic Dipped	Klein D506-4 4 Verstellbarer Schraubenschlüssel, Kunststoff getauchte	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21615.jpg	8.27	Klein Tools	D506-4	9264467501	Precision-machined jaws are individually chosen and assembled by hand for smooth operation	Präzisionsbearbeitete Backen sind individuell ausgewählt und montiert mit der Hand für einen reibungslosen Betrieb				4-1/2 in						0.13		Dovetail Handle	Schwalbenschwanz Griff
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Combination Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881030600	in stock	10.09	https://pacificsupply.bloomreach.com/products/21506	21506	Klein 68415 Open End Box Wrench	Klein 68415 Open End Box Wrench	Klein 68415 9/16 Combination Wrench	Klein 68415 9/16 Maulschlüssel	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_21506.jpg	6.36	Klein Tools	68415	9264468415						7-1/2 in			9/16''	9/16 ''		0.22		Individual Combination Wrenches	Individuelle Kombinationsschlüssel
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Open-End Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031400	in stock	10.02	https://pacificsupply.bloomreach.com/products/4772376	4772376	Klein 68452 7 Piece Open-End Wrench	Klein 68452 7 Stück Gabelschlüssel	Klein 68452 7pc Open-End Wrench Set	Klein 68452 7pc Open-End-Schlüssel-Satz	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4772376.jpg	6.31	Klein Tools	68452	9264468051							Highest quality alloy-steel	Höchste Qualität legiertem Stahl				2.72		Open-Ended Wrench Sets	Gabelschlüssel-Sets
Tools & Instruments|Hand Tools|Wrenches & Sockets|Wrenches|Open-End Wrenches	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881030000|PNB250881031400	in stock	8.76	https://pacificsupply.bloomreach.com/products/4074428	4074428	Klein 3231 Erection Wrench, 5/8	Klein 3231 Erection Schraubenschlüssel, 5/8	Klein 3231 Erection Wrench, 5/8 Bolt, For Utility Nut	Klein 3231 Erection Schraubenschlüssel, 5/8 Bolt, für Utility-Nuss	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4074428.jpg	5.52	Klein Tools	3231	9264468024												1.32		Erection Wrenches; Steel Erection Wrenches	Erektion Schlüssel; Die Montage der Metallschraubenschlüssel
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	10.29	https://pacificsupply.bloomreach.com/products/4221666	4221666	Greenlee 0153-02C 7-piece Screwdriver	Greenlee 0153-02C 7 eiligen Schraubendreher	Greenlee 0153-02C 7-piece Screwdriver Set	Greenlee 0153-02C 7-teilig Schraubendrehersatz	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4221666.jpg	6.48	Greenlee	0153-02C	78331054661												1.8			
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	9.57	https://pacificsupply.bloomreach.com/products/4350603	4350603	Greenlee 0153-01C 5-piece Screwdriver	Greenlee 0153-01C 5-teilig Schraubendreher	Greenlee 0153-01C 5-piece Screwdriver Set	Greenlee 0153-01C 5-teilig Schraubendrehersatz	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4350603.jpg	6.03	Greenlee	0153-01C	78331056303												1.7			
Tools & Instruments|Hand Tools|Screwdrivers|Round Shank Screwdrivers	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864140000	in stock	8.08	https://pacificsupply.bloomreach.com/products/4445661	4445661	Greenlee 0153-27C Screwdriver Flat-Cab	Greenlee 0153-27C Schraubendreher Flach Cab	Greenlee 0153-27C Screwdriver Flat-Cab 1/4X8	Greenlee 0153-27C Schraubendreher Flach Cab 1 / 4X8	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4445661.jpg	5.09	Greenlee	0153-27C	78331054651												0.31		Heavy Duty, Flat Blade	Heavy Duty, Flat Blade
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	6.38	https://pacificsupply.bloomreach.com/products/3978199	3978199	Klein 32510 Magnetic Screwdriver	Klein 32510 magnetischer Schraubenzieher	Klein 32510 Magnetic Screwdriver with 32-Piece Tamperproof Bit Set	Klein 32510 Magnetic Schraubendreher mit 32-teiliges Tamperproof Bit Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3978199.jpg	4.02	Klein Tools	32510	9264432510												0.85		Tamperproof	Manipulationssicher
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	13.36	https://pacificsupply.bloomreach.com/products/3661553	3661553	Klein 85078 8 PC Screwdriver Set	Klein 85078 8 PC-Schraubendreher-Set	Klein 85078 8pc Screwdriver Set, Multi-Application	Klein 85078 8pc Schraubendreher-Satz, Multi-Anwendung	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3661553.jpg	8.41	Klein Tools	85078	9264485078	Assorted Screwdriver set	Verschiedene Schraubendreher-Satz										1.9		Cushion-Grip Screwdriver Sets	Cushion-Grip Schraubendreher-Sätze
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	14.87	https://pacificsupply.bloomreach.com/products/4373000	4373000	Klein 85614 Electronic Screwdriver	Klein 85614 Elektronik-Schrauber	Klein 85614 5-Piece Electronics Screwdriver Set	Klein 85614 5-teiliges Elektronik-Schraubendreher-Set	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4373000.jpg	9.37	Klein Tools	85614	9264485425	5 Piece Electronics Screwdriver set	5 Stück Elektronik-Schraubendreher-Set										0.94		Electronics	Elektronik
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	12.19	https://pacificsupply.bloomreach.com/products/3928332	3928332	Klein 85074 6 PC Screwdriver Set	Klein 85074 6 PC-Schraubendreher-Set	Klein 85074 6pc Screwdriver Set, Slotted & Phillips	Klein 85074 6pc-Schraubendreher-Set, geschlitzt & Phillips	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3928332.jpg	7.68	Klein Tools	85074	9264485074	Keystone, Phillips and Cabinet Screws	Keystone, Phillips und Gehäuseschrauben	Black Handle	schwarzer Griff								1.71			
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	5.61	https://pacificsupply.bloomreach.com/products/362431	362431	Klein 85075 5-PC Screwdriver Set	Klein 85075 5-PC-Schraubendreher-Set	Klein 85075 5pc Screwdriver Set, Slotted & Phillips	Klein 85075 5pc-Schraubendreher-Set, geschlitzt & Phillips	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_362431.jpg	3.53	Klein Tools	85075	9264485075	Keystone, Phillips and Cabinet Screws	Keystone, Phillips und Gehäuseschrauben	Black Handle	schwarzer Griff								1.45			
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	11.21	https://pacificsupply.bloomreach.com/products/4810238	4810238	Ideal 35-1298 Screwdriver	Ideal 35-1298 Schraubendreher	Ideal Industries 35-1298 7-Piece Cushioned Grip Screwdriver Set	Ideal Industries 35-1298 7-teiliges Cushioned Grip-Schraubendreher-Set	Ideal	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4810238.jpg	7.06	Ideal Industries	35-1298	78325069947												1.9		Screwdriver Set	Schraubenzieher set
Tools & Instruments|Hand Tools|Screwdrivers|Screwdriver Sets	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250864000000|PNB250864180000	in stock	8.8	https://pacificsupply.bloomreach.com/products/4548375	4548375	Greenlee 0153-03C Screwdriver Mini 4 Pc	Greenlee 0153-03C Schraubendreher Mini 4 Pc	Greenlee 0153-03C Screwdriver Mini 4 Pc	Greenlee 0153-03C Schraubendreher Mini 4 Pc	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4548375.jpg	5.54	Greenlee	0153-03C	78331013438												0.25		Mini	Mini
