manufacturer	catalog_number	catalog_number_partialvalue	master_upc	application	color	height	length	material	size	voltage_rating	weight	type	availability	url	pid	title	description	brand	thumb_image	price	sale_price	category_paths
Rockwell Automation	800T-QBH2RX	['800', '800T', '800T-', '800T-Q', '800T-QB', '800T-QBH', '800T-QBH2', '800T-QBH2R', '800T-QBH2RX']	88563026098		Red					130 VAC//VDC	0.348	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4501079___4501079	4501079	AB 800T-QBH2RX 800T 30mm Push	A-B 800T-QBH2RX 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4501079.jpg	12.02	7.57	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Rockwell Automation	800T-QBH2WX	['800', '800T', '800T-', '800T-Q', '800T-QB', '800T-QBH', '800T-QBH2', '800T-QBH2W', '800T-QBH2WX']	88563026101		White					130 VAC//VDC	0.355	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4501082___4501082	4501082	AB 800T-QBH2WX 800T 30mm Push	A-B 800T-QBH2WX 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4501082.jpg	6.0	3.78	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Milwaukee Electric Tool	6089-30	['608', '6089', '6089-', '6089-3', '6089-30']	04524215591								17.670		True	https://pacific.bloomreach.com/supplyglobal/products/4501927___4501927	4501927	MILW 6089-30 7/9 ROTO-LOK LAG	Milwaukee 6089-30 15 Amp 7/9 Roto-Lok&#174; - Large Angle Grinder w/ Lock-On	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4501927.jpg	10.28	6.48	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Rockwell Automation	800T-H4812	['800', '800T', '800T-', '800T-H', '800T-H4', '800T-H48', '800T-H481', '800T-H4812']	66207397043								0.570		True	https://pacific.bloomreach.com/supplyglobal/products/4503142___4503142	4503142	AB 800T-H4812 800T 30mm Push Button	A-B 800T-H4812 30mm Selector Switch 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4503142.jpg	10.43	6.57	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120910000000', 'name': 'Selector Switches'}, {'id': 'NA_120910040000', 'name': '30mm'}, {'id': 'NA_120910040200', 'name': 'Non-Illuminated'}]]
Bridgeport Fittings, LLC	LB-42	['LB-', 'LB-4', 'LB-42']	78174704142	Threaded bodies for rigid conduit or IMC allows access for inspection, pulling and maintenance.				Aluminum			0.440	Type LB	True	https://pacific.bloomreach.com/supplyglobal/products/4504383___4504383	4504383	BRDGPRT LB-42 3/4 LB Rigid Conduit	Bridgeport LB-42 3/4 Type-LB Conduit Body, Aluminum	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4504383.jpg	11.94	7.52	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Bridgeport Fittings, LLC	LB-48	['LB-', 'LB-4', 'LB-48']	78174704148	Threaded bodies for rigid conduit or IMC allows access for inspection, pulling and maintenance.				Aluminum			4.600	Type LB	True	https://pacific.bloomreach.com/supplyglobal/products/4504387___4504387	4504387	BRDGPRT LB-48 3 LB Rigid Conduit	Bridgeport LB-48 3 Type-LB Conduit Body, Aluminum	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4504387.jpg	6.49	4.09	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Bridgeport Fittings, LLC	LB-49	['LB-', 'LB-4', 'LB-49']	78174704149	Threaded bodies for rigid conduit or IMC allows access for inspection, pulling and maintenance.				Aluminum			7.700	Type LB	True	https://pacific.bloomreach.com/supplyglobal/products/4504388___4504388	4504388	BRDGPRT LB-49 3-1/2 LB Rigid	Bridgeport LB-49 3-1/2 Type-LB Conduit Body, Aluminum	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4504388.jpg	13.8	8.69	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Bridgeport Fittings, LLC	LB-50	['LB-', 'LB-5', 'LB-50']	78174704150	Threaded bodies for rigid conduit or IMC allows access for inspection, pulling and maintenance.				Aluminum			8.400	Type LB	True	https://pacific.bloomreach.com/supplyglobal/products/4504389___4504389	4504389	BRDGPRT LB-50 4 LB Rigid Conduit	Bridgeport LB-50 4 Type-LB Conduit Body, Aluminum	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4504389.jpg	6.12	3.85	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Bridgeport Fittings, LLC	LB-69	['LB-', 'LB-6', 'LB-69']	78174706169	Threaded bodies for rigid conduit or IMC allows access for inspection, pulling and maintenance.				Malleable Iron			19.100	Type LB	True	https://pacific.bloomreach.com/supplyglobal/products/4504826___4504826	4504826	BRDGPRT LB-69 3-1/2 LB Rigid	Bridgeport LB-69 3-1/2 LB Rigid Conduit Body, Malleable	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4504826.jpg	8.37	5.27	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Bridgeport Fittings, LLC	LB-32	['LB-', 'LB-3', 'LB-32']	78174703132	Allows access to the interior of a conduit system for inspection, pulling and maintenance.				Aluminum			0.413	Type LB Set Screw	False	https://pacific.bloomreach.com/supplyglobal/products/4504967___4504967	4504967	BRDGPRT LB-32 3/4 EMT Conduit	Bridgeport LB-32 3/4 Type-LB EMT Conduit Body, Aluminum	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4504967.png	5.74	3.62	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Apex Tool Group	R212CV	['R21', 'R212', 'R212C', 'R212CV']	03710346373								ea		True	https://pacific.bloomreach.com/supplyglobal/products/4506735___4506735	4506735	CRESCENT R212CV Pliers, Tongue &	Plier tongue & groove straight jaw cush grip 12	CRESCENT	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4506735.jpg	12.13	7.64	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_250800000000', 'name': 'Hand Tools'}, {'id': 'NA_250855000000', 'name': 'Pliers'}, {'id': 'NA_250855280000', 'name': 'Tongue and Groove Pliers'}]]
Panduit	PLT1.5M-M20	['PLT', 'PLT1', 'PLT1.', 'PLT1.5', 'PLT1.5M', 'PLT1.5M-', 'PLT1.5M-M', 'PLT1.5M-M2', 'PLT1.5M-M20']	07498356017	General	Black			Nylon 6.6			1.000	Cable Ties	True	https://pacific.bloomreach.com/supplyglobal/products/4507510___4507510	4507510	PAND PLT1.5M-M20 Cable Tie 5.6L	Panduit PLT1.5M-M20 Cable Tie, 5.6L (142mm), Miniature, Nylon, Black	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4507510.jpg	5.5	3.47	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Milwaukee Electric Tool	6536-21	['653', '6536', '6536-', '6536-2', '6536-21']	04524205416	For Used With SAWZALL Style Blades			18-3/4 in			120 VAC	14.400	Orbital	True	https://pacific.bloomreach.com/supplyglobal/products/4507636___4507636	4507636	MILW 6536-21 13A Orbital Super	Milwaukee 6536-21 13 Amp Orbital SAWZALL&#174; Reciprocating Saw	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4507636.jpg	14.15	8.91	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410800', 'name': 'Reciprocating Saws'}]]
Rockwell Automation	800T-QMH2R	['800', '800T', '800T-', '800T-Q', '800T-QM', '800T-QMH', '800T-QMH2', '800T-QMH2R']	88563025634		Red					130 VAC//VDC	0.419	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4508684___4508684	4508684	AB 800T-QMH2R 800T 30mm Push Button	A-B 800T-QMH2R 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4508684.jpg	11.37	7.16	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Rockwell Automation	800T-QBH2GG1	['800', '800T', '800T-', '800T-Q', '800T-QB', '800T-QBH', '800T-QBH2', '800T-QBH2G', '800T-QBH2GG', '800T-QBH2GG1']	88563011929		Green					130 VAC//VDC	0.514	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4509933___4509933	4509933	AB 800T-QBH2GG1 800T 30mm Push	A-B 800T-QBH2GG1 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4509933.jpg	9.38	5.91	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Rockwell Automation	800T-QBH2AG1	['800', '800T', '800T-', '800T-Q', '800T-QB', '800T-QBH', '800T-QBH2', '800T-QBH2A', '800T-QBH2AG', '800T-QBH2AG1']	88563026079		Amber					130 VAC//VDC	0.507	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4509934___4509934	4509934	AB 800T-QBH2AG1 800T 30mm Push	A-B 800T-QBH2AG1 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4509934.jpg	7.8	4.92	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Rockwell Automation	800T-QBH2RG1	['800', '800T', '800T-', '800T-Q', '800T-QB', '800T-QBH', '800T-QBH2', '800T-QBH2R', '800T-QBH2RG', '800T-QBH2RG1']	88563026096		Red					130 VAC//VDC	0.507	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4509935___4509935	4509935	AB 800T-QBH2RG1 800T 30mm Push	A-B 800T-QBH2RG1 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4509935.jpg	10.37	6.53	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Brady	86869	['868', '8686', '86869']	75447386869		Black/Red on White	3.5		Brady B-302 Polyester			0.050	Label	True	https://pacific.bloomreach.com/supplyglobal/products/4511375___4511375	4511375	BRADY 86869 Equipment/OEM Labels	EQUIPMENT/OEM LABELS	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4511375.jpg	11.55	7.27	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309050000', 'name': 'Warning Labels'}]]
Rockwell Automation	800TC-QAH2A	['800', '800T', '800TC', '800TC-', '800TC-Q', '800TC-QA', '800TC-QAH', '800TC-QAH2', '800TC-QAH2A']	88563011888		Amber					130 VAC//VDC	0.445	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4513429___4513429	4513429	AB 800TC-QAH2A 800T 30mm Push	A-B 800TC-QAH2A 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4513429.jpg	11.76	7.41	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Minerallac	67802	['678', '6780', '67802']	08593767802		Yellow		600' FT					3-Strand Polypropylene Rope	True	https://pacific.bloomreach.com/supplyglobal/products/4514463___4514463	4514463	CULLY 67802 YELLOW POLY ROPE	Minerallac 67802 3/16 Inch x 600 Foot 72 lb Yellow Polypropylene Rope	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4514463	8.06	5.08	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardware'}, {'id': 'NA_160300000000', 'name': 'Cable, Chain & Rope'}, {'id': 'NA_160303000000', 'name': 'Ropes'}, {'id': 'NA_160303080000', 'name': 'Poly Ropes'}]]
Bridgeport Fittings, LLC	MLB-49	['MLB', 'MLB-', 'MLB-4', 'MLB-49']	78174744149	Mogul style conduit body for use with threaded Rigid/IMC Conduit. Suitable for use in wet locations. Max wire fill is 3-750 MCM THHN, THWN, XHHW				Aluminum			20.850	Mogul Conduit Bodies	True	https://pacific.bloomreach.com/supplyglobal/products/4515574___4515574	4515574	BRDGPRT MLB-49 3-1/2 Mogul Conduit	Bridgeport MLB-49 3-1/2 Mogul Conduit Body, Aluminum	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4515574.jpg	13.41	8.45	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Rockwell Automation	800T-E15D4V	['800', '800T', '800T-', '800T-E', '800T-E1', '800T-E15', '800T-E15D', '800T-E15D4', '800T-E15D4V']	66207442415		None (No button cap)						0.489	30mm Cylinder Lock Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4516790___4516790	4516790	AB 800T-E15D4V 800T 30mm Push	A-B 800T-E15D4V 30mm Cylinder Lock Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4516790.jpg	11.21	7.06	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-A6AP	['800', '800T', '800T-', '800T-A', '800T-A6', '800T-A6A', '800T-A6AP']	66207332667		Red						0.388	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4517289___4517289	4517289	AB 800T-A6AP 800T 30mm Push Button	A-B 800T-A6AP 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4517289.jpg	9.92	6.25	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-P26C	['800', '800T', '800T-', '800T-P', '800T-P2', '800T-P26', '800T-P26C']	78118018796		Colorless					240 VAC	0.450	30mm Pilot Light	True	https://pacific.bloomreach.com/supplyglobal/products/4517476___4517476	4517476	AB 800T-P26C 800T 30mm Push Button	A-B 800T-P26C 30mm Pilot Light 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4517476.jpg	8.86	5.58	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120903000000', 'name': 'Indicator Pilot Lights'}, {'id': 'NA_120903040000', 'name': '30mm'}]]
Rockwell Automation	800T-QTH2C	['800', '800T', '800T-', '800T-Q', '800T-QT', '800T-QTH', '800T-QTH2', '800T-QTH2C']	88563011936		Colorless					130 VAC//VDC	0.410	30mm Pilot Light	True	https://pacific.bloomreach.com/supplyglobal/products/4519172___4519172	4519172	AB 800T-QTH2C 800T 30mm Push Button	A-B 800T-QTH2C 30mm Pilot Light 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4519172.jpg	13.88	8.74	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120903000000', 'name': 'Indicator Pilot Lights'}, {'id': 'NA_120903040000', 'name': '30mm'}]]
Milwaukee Electric Tool	6161-30	['616', '6161', '6161-', '6161-3', '6161-30']	04524224158								7.100		True	https://pacific.bloomreach.com/supplyglobal/products/4519438___4519438	4519438	MILW 6161-30 6 13A Sag - Paddle	Milwaukee 6161-30 13 Amp 6 Small Angle Grinder Paddle, Lock-On	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4519438.jpg	12.87	8.11	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Rockwell Automation	800T-PA16GX	['800', '800T', '800T-', '800T-P', '800T-PA', '800T-PA1', '800T-PA16', '800T-PA16G', '800T-PA16GX']	66246830386		Green					120@50/60Hz VAC	0.542	30mm Momentary Push Button	True	https://pacific.bloomreach.com/supplyglobal/products/4520674___4520674	4520674	AB 800T-PA16GX 800T 30mm Push	A-B 800T-PA16GX 30mm Momentary Push Button 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4520674.jpg	6.41	4.04	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Greenlee	08-03-54A	['08-', '08-0', '08-03', '08-03-', '08-03-5', '08-03-54', '08-03-54A']	78331038073	For Drilling In Soft Woods Or Through Thin Sections							0.600	Type A	True	https://pacific.bloomreach.com/supplyglobal/products/4524964___4524964	4524964	GRN 08-03-54A Bit D'Versibit	Greenlee 08-03-54A Bit D'Versibit .500X.187X54.00 A	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4524964.jpg	7.96	5.02	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251501000000', 'name': 'Attachments'}, {'id': 'NA_251501090000', 'name': 'Drill Bits'}, {'id': 'NA_251501090400', 'name': 'Auger Bits'}]]
