pid	url	availability	price	gender	color	brand	material	collection	style	bread_crumb	title	stock_level	special_offer	season	edited_availability	edited_price	edited_gender	edited_color	edited_brand	edited_material	edited_collection	edited_style	edited_bread_crumb	edited_title	edited_stock_level	edited_special_offer	edited_season
105387	https://pacific.bloomreach.com/apparel/products/105387___105387	TRUE	19.99	female	Beige	Miaz Lifestyle	Cotton			women>activewear|women>shorts	Miaz Lifestyle Women Pack of 2 Beige Skinny Fit Sports Shorts	ok	back2school	winter	TRUE	19.99	female	Beige	Miaz Lifestyle	Cotton			women>activewear|women>shorts	Miaz Lifestyle Women Pack of 2 Beige Skinny Fit Sports Shorts	ok	back2school	winter
105388	https://pacific.bloomreach.com/apparel/products/105388___105388	TRUE	34.11	female	Blue	Ginger by Lifestyle	Cotton			women>shorts	Ginger by Lifestyle Women Blue Washed Denim Shorts	ok	blackfriday	mid-season	TRUE	34.11	female	Blue	Ginger by Lifestyle	Cotton			women>shorts	Ginger by Lifestyle Women Blue Washed Denim Shorts	ok	blackfriday	mid-season
105389	https://pacific.bloomreach.com/apparel/products/105389___105389	TRUE	37.09	female	Black	GRACIT			Athletic	women>activewear	GRACIT Women Pack of 3 Skinny Fit Biker Shorts	low	blackfriday	winter	TRUE	37.09	female	Black	GRACIT			Athletic	women>activewear	GRACIT Women Pack of 3 Skinny Fit Biker Shorts	low	blackfriday	winter
105390	https://pacific.bloomreach.com/apparel/products/105390___105390	TRUE	37.09	female	Multi	GRACIT			Athletic	women>activewear	GRACIT Women Pack Of 3 Multicoloured Skinny Fit Biker Shorts	unknown	mothersday	summer	TRUE	37.09	female	Multi	GRACIT			Athletic	women>activewear	GRACIT Women Pack Of 3 Multicoloured Skinny Fit Biker Shorts	unknown	mothersday	summer
105391	https://pacific.bloomreach.com/apparel/products/105391___105391	TRUE	37.11	female	Lavender	ZALORA BASICS	Polyester			women>skirts	ZALORA BASICS Women Lavender-Colored Striped A-line Pencil Mini Skirt	ok	none	summer	TRUE	37.11	female	Lavender	ZALORA BASICS	Polyester			women>skirts	ZALORA BASICS Women Lavender-Colored Striped A-line Pencil Mini Skirt	ok	none	summer
105392	https://pacific.bloomreach.com/apparel/products/105392___105392	TRUE	35.11	female	Red	Dream of Glory Inc	Cotton	Radiance	Casual	women>activewear	Dream of Glory Inc Women Red & Black Printed Pure Cotton Outdoor Shorts	low	none	mid-season	TRUE	35.11	female	Red	Dream of Glory Inc	Cotton	Radiance	Casual	women>activewear	Dream of Glory Inc Women Red & Black Printed Pure Cotton Outdoor Shorts	low	none	mid-season
105393	https://pacific.bloomreach.com/apparel/products/105393___105393	TRUE	36.9	female	Blue	Missguided	Cotton		Casual	women>skirts	Missguided Women Blue Solid Pure Cotton Mini Denim Flared Skirt	ok	valentine	mid-season	TRUE	36.9	female	Blue	Missguided	Cotton		Casual	women>skirts	Missguided Women Blue Solid Pure Cotton Mini Denim Flared Skirt	ok	valentine	mid-season
105394	https://pacific.bloomreach.com/apparel/products/105394___105394	TRUE	22.99	female	Blue	ZALORA WORK	Polyester	Harmony	Casual	women>activewear	ZALORA WORK Women Blue High-Rise Shorts	ok	valentine	winter	TRUE	22.99	female	Blue	ZALORA WORK	Polyester	Harmony	Casual	women>activewear	ZALORA WORK Women Blue High-Rise Shorts	ok	valentine	winter
105395	https://pacific.bloomreach.com/apparel/products/105395___105395	TRUE	19.99	female	White	ZALORA BASICS	Polyester			women>skirts	ZALORA BASICS Women White & Black Striped Mini Skirt	ok	back2school	summer	TRUE	19.99	female	White	ZALORA BASICS	Polyester			women>skirts	ZALORA BASICS Women White & Black Striped Mini Skirt	ok	back2school	summer
105396	https://pacific.bloomreach.com/apparel/products/105396___105396	TRUE	37.09	female	Pink	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack Of 3 Skinny Fit Cotton Biker Shorts	high	blackfriday	mid-season	TRUE	37.09	female	Pink	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack Of 3 Skinny Fit Cotton Biker Shorts	high	blackfriday	mid-season
105397	https://pacific.bloomreach.com/apparel/products/105397___105397	FALSE	34.9	female	Coffee Brown	Missguided		Harmony	Casual	women>shorts	Missguided Women Coffee Brown Solid Shorts	OOS	blackfriday	winter	FALSE	34.9	female	Coffee Brown	Missguided		Harmony	Casual	women>shorts	Missguided Women Coffee Brown Solid Shorts	OOS	blackfriday	winter
105398	https://pacific.bloomreach.com/apparel/products/105398___105398	TRUE	37.09	female	White	GRACIT			Athletic	women>shorts	GRACIT Women Pack of 3 Skinny Fit Biker Shorts	high	blackfriday	mid-season	TRUE	37.09	female	White	GRACIT			Athletic	women>shorts	GRACIT Women Pack of 3 Skinny Fit Biker Shorts	high	blackfriday	mid-season
105399	https://pacific.bloomreach.com/apparel/products/105399___105399	TRUE	19.98	female	Blue	ANVI Be Yourself	Polyester			women>skirts	ANVI Be Yourself Women Stunning Blue Self-Design Ruffled Skirt	low	blackfriday	mid-season	TRUE	19.98	female	Blue	ANVI Be Yourself	Polyester			women>skirts	ANVI Be Yourself Women Stunning Blue Self-Design Ruffled Skirt	low	blackfriday	mid-season
105400	https://pacific.bloomreach.com/apparel/products/105400___105400	FALSE	35.11	female	Black	SOUNDARYA	Cotton	Radiance	Casual	women>skirts	SOUNDARYA Women Black & White Paisley Printed Cotton Flared Maxi Skirt	OOS	blackfriday	winter	FALSE	35.11	female	Black	SOUNDARYA	Cotton	Radiance	Casual	women>skirts	SOUNDARYA Women Black & White Paisley Printed Cotton Flared Maxi Skirt	OOS	blackfriday	winter
105401	https://pacific.bloomreach.com/apparel/products/105401___105401	TRUE	26.11	female	Yellow	Ajile by Pantaloons	Cotton			women>activewear	Ajile by Pantaloons Women Yellow Sports Shorts	low	back2school	mid-season	TRUE	26.11	female	Yellow	Ajile by Pantaloons	Cotton			women>activewear	Ajile by Pantaloons Women Yellow Sports Shorts	low	back2school	mid-season
105402	https://pacific.bloomreach.com/apparel/products/105402___105402	TRUE	37.09	female	Black	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack of 3 Solid Biker Shorts	high	none	summer	TRUE	37.09	female	Black	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack of 3 Solid Biker Shorts	high	none	summer
105403	https://pacific.bloomreach.com/apparel/products/105403___105403	TRUE	40.48	female	Black	LY2	Polyester			women>skirts	LY2 Women Stylish Black Self-Design Tiered Skirt	ok	easter	summer	TRUE	40.48	female	Black	LY2	Polyester			women>skirts	LY2 Women Stylish Black Self-Design Tiered Skirt	ok	easter	summer
105404	https://pacific.bloomreach.com/apparel/products/105404___105404	TRUE	37.09	female	Navy Blue	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack Of 3 Cotton Biker Shorts	ok	back2school	winter	TRUE	37.09	female	Navy Blue	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack Of 3 Cotton Biker Shorts	ok	back2school	winter
105405	https://pacific.bloomreach.com/apparel/products/105405___105405	FALSE	37.09	female	White	GRACIT			Athletic	women>activewear	GRACIT Women White Biker Shorts	OOS	valentine	winter	FALSE	37.09	female	White	GRACIT			Athletic	women>activewear	GRACIT Women White Biker Shorts	OOS	valentine	winter
105406	https://pacific.bloomreach.com/apparel/products/105406___105406	TRUE	37.09	female	Grey	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Grey Biker Shorts	unknown	back2school	winter	TRUE	37.09	female	Grey	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Grey Biker Shorts	unknown	back2school	winter
105407	https://pacific.bloomreach.com/apparel/products/105407___105407	TRUE	37.11	female	Yellow	ZALORA BASICS	Polyester			women>skirts	ZALORA BASICS Women Yellow Solid Above Knee A-Line Skirt	unknown	mothersday	summer	TRUE	37.11	female	Yellow	ZALORA BASICS	Polyester			women>skirts	ZALORA BASICS Women Yellow Solid Above Knee A-Line Skirt	unknown	mothersday	summer
105408	https://pacific.bloomreach.com/apparel/products/105408___105408	TRUE	19.98	female	Peach	ANVI Be Yourself	Polyester	Radiance	Formal	women>skirts	ANVI Be Yourself Women Attractive Peach Floral Fantasy Skirt	ok	back2school	winter	TRUE	19.98	female	Peach	ANVI Be Yourself	Polyester	Radiance	Formal	women>skirts	ANVI Be Yourself Women Attractive Peach Floral Fantasy Skirt	ok	back2school	winter
105409	https://pacific.bloomreach.com/apparel/products/105409___105409	TRUE	30.11	female	Blue	People	Cotton		Casual	women>shorts	People Women Blue Washed High-Rise Denim Shorts	high	mothersday	winter	TRUE	30.11	female	Blue	People	Cotton		Casual	women>shorts	People Women Blue Washed High-Rise Denim Shorts	high	mothersday	winter
105410	https://pacific.bloomreach.com/apparel/products/105410___105410	TRUE	38.11	female	White	RARE	Polyester	Radiance		women>skirts	RARE Women White & Blue Floral Print Smocked Mini Skirt	ok	blackfriday	mid-season	TRUE	38.11	female	White	RARE	Polyester	Radiance		women>skirts	RARE Women White & Blue Floral Print Smocked Mini Skirt	ok	blackfriday	mid-season
105411	https://pacific.bloomreach.com/apparel/products/105411___105411	TRUE	33.07	female	Pink	Pacific 25	Cotton			women>activewear|women>shorts	Women Plus Size Pink Sports Shorts	low	back2school	winter	TRUE	33.07	female	Pink	Pacific 25	Cotton			women>activewear|women>shorts	Women Plus Size Pink Sports Shorts	low	back2school	winter
105412	https://pacific.bloomreach.com/apparel/products/105412___105412	TRUE	20.99	female	Navy Blue	RARE	Polyester			women>skirts	RARE Women Navy-Blue Solid Tiered A-Line Skirt	low	blackfriday	winter	TRUE	20.99	female	Navy Blue	RARE	Polyester			women>skirts	RARE Women Navy-Blue Solid Tiered A-Line Skirt	low	blackfriday	winter
105413	https://pacific.bloomreach.com/apparel/products/105413___105413	TRUE	37.09	female	Red	GRACIT			Athletic	women>activewear	GRACIT Women Pack of 3 Biker Shorts	low	mothersday	summer	TRUE	37.09	female	Red	GRACIT			Athletic	women>activewear	GRACIT Women Pack of 3 Biker Shorts	low	mothersday	summer
105414	https://pacific.bloomreach.com/apparel/products/105414___105414	FALSE	21.89	female	Maroon	QUIERO				women>skirts	QUIERO Women Maroon Solid Straight Velvet Skirt	OOS	blackfriday	mid-season	FALSE	21.89	female	Maroon	QUIERO				women>skirts	QUIERO Women Maroon Solid Straight Velvet Skirt	OOS	blackfriday	mid-season
105415	https://pacific.bloomreach.com/apparel/products/105415___105415	TRUE	36.11	female	Red	Clora Creation	Viscose		Formal	women>skirts	Clora Creation Women Red & Gold-Coloured Printed Maxi Flared Skirt	high	back2school	summer	TRUE	36.11	female	Red	Clora Creation	Viscose		Formal	women>skirts	Clora Creation Women Red & Gold-Coloured Printed Maxi Flared Skirt	high	back2school	summer
105416	https://pacific.bloomreach.com/apparel/products/105416___105416	TRUE	19.99	female	Green	SCORPIUS	Viscose			women>skirts	SCORPIUS Women Gorgeous Green Solid Tiered Skirt	high	blackfriday	winter	TRUE	19.99	female	Green	SCORPIUS	Viscose			women>skirts	SCORPIUS Women Gorgeous Green Solid Tiered Skirt	high	blackfriday	winter
105417	https://pacific.bloomreach.com/apparel/products/105417___105417	TRUE	37.09	female	Red	GRACIT			Athletic	women>activewear	GRACIT Women Pack of 3 Biker Shorts	ok	back2school	winter	TRUE	37.09	female	Red	GRACIT			Athletic	women>activewear	GRACIT Women Pack of 3 Biker Shorts	ok	back2school	winter
105418	https://pacific.bloomreach.com/apparel/products/105418___105418	TRUE	19.99	female	Pink	SOUNDARYA	Cotton	Radiance		women>skirts	SOUNDARYA Women Pink & Gold-Coloured Printed Pure Cotton Maxi Flared Skirt	high	mothersday	winter	TRUE	19.99	female	Pink	SOUNDARYA	Cotton	Radiance		women>skirts	SOUNDARYA Women Pink & Gold-Coloured Printed Pure Cotton Maxi Flared Skirt	high	mothersday	winter
105419	https://pacific.bloomreach.com/apparel/products/105419___105419	TRUE	36.11	female	Pink	Slazenger	Polyester			women>shorts	Slazenger Women Pink Solid Sports Shorts	ok	blackfriday	mid-season	TRUE	36.11	female	Pink	Slazenger	Polyester			women>shorts	Slazenger Women Pink Solid Sports Shorts	ok	blackfriday	mid-season
105420	https://pacific.bloomreach.com/apparel/products/105420___105420	TRUE	37.11	female	Purple	ZALORA ACTIVE	Polyester			women>activewear	ZALORA ACTIVE Women Purple Skinny Fit High-Rise Cycling Sports Shorts	ok	back2school	summer	TRUE	37.11	female	Purple	ZALORA ACTIVE	Polyester			women>activewear	ZALORA ACTIVE Women Purple Skinny Fit High-Rise Cycling Sports Shorts	ok	back2school	summer
105421	https://pacific.bloomreach.com/apparel/products/105421___105421	FALSE	50.99	female	Orange	Ishin				women>skirts	Ishin Women Orange Cotton Embroidered Tie & Dye Flared Maxi Skirt	OOS	christmas	winter	FALSE	50.99	female	Orange	Ishin				women>skirts	Ishin Women Orange Cotton Embroidered Tie & Dye Flared Maxi Skirt	OOS	christmas	winter
105422	https://pacific.bloomreach.com/apparel/products/105422___105422	TRUE	34.11	female	Navy Blue	BRINNS	Viscose	Radiance	Casual	women>activewear	BRINNS Women Navy Blue Printed Shorts	low	back2school	mid-season	TRUE	34.11	female	Navy Blue	BRINNS	Viscose	Radiance	Casual	women>activewear	BRINNS Women Navy Blue Printed Shorts	low	back2school	mid-season
105423	https://pacific.bloomreach.com/apparel/products/105423___105423	TRUE	37.09	female	Red	GRACIT			Athletic	women>activewear	GRACIT Women Pack Of 3 Biker Shorts	low	back2school	winter	TRUE	37.09	female	Red	GRACIT			Athletic	women>activewear	GRACIT Women Pack Of 3 Biker Shorts	low	back2school	winter
105424	https://pacific.bloomreach.com/apparel/products/105424___105424	TRUE	34.11	female	Black	BRINNS	Viscose	Radiance	Casual	women>activewear	BRINNS Women Black Printed Shorts	ok	blackfriday	summer	TRUE	34.11	female	Black	BRINNS	Viscose	Radiance	Casual	women>activewear	BRINNS Women Black Printed Shorts	ok	blackfriday	summer
105425	https://pacific.bloomreach.com/apparel/products/105425___105425	TRUE	34.61	female	Navy Blue	Tokyo Talkies	Cotton			women>skirts	Tokyo Talkies Navy Blue A-Line Pure Cotton Skirt	ok	blackfriday	mid-season	TRUE	34.61	female	Navy Blue	Tokyo Talkies	Cotton			women>skirts	Tokyo Talkies Navy Blue A-Line Pure Cotton Skirt	ok	blackfriday	mid-season
105426	https://pacific.bloomreach.com/apparel/products/105426___105426	FALSE	69.99	female	Gold	W				women>skirts	Wishful by W Women Golden & Navy Blue Woven Design Maxi Flared Skirt	OOS	back2school	mid-season	FALSE	69.99	female	Gold	W				women>skirts	Wishful by W Women Golden & Navy Blue Woven Design Maxi Flared Skirt	OOS	back2school	mid-season
105427	https://pacific.bloomreach.com/apparel/products/105427___105427	TRUE	36.9	female	Black	MANGO	Polyester			women>skirts	MANGO Women Black Solid Skorts	unknown	blackfriday	mid-season	TRUE	36.9	female	Black	MANGO	Polyester			women>skirts	MANGO Women Black Solid Skorts	unknown	blackfriday	mid-season
105428	https://pacific.bloomreach.com/apparel/products/105428___105428	TRUE	34.11	female	Brown	H&M	Polyester			women>skirts	H&M Women Brown Checked Pleated Skirts	low	none	mid-season	TRUE	34.11	female	Brown	H&M	Polyester			women>skirts	H&M Women Brown Checked Pleated Skirts	low	none	mid-season
105429	https://pacific.bloomreach.com/apparel/products/105429___105429	TRUE	29.99	female	Pink	RAREISM	Cotton			women>skirts	RAREISM Women Pink & White Checked A-Line Knee-Length Skirt	low	blackfriday	mid-season	TRUE	29.99	female	Pink	RAREISM	Cotton			women>skirts	RAREISM Women Pink & White Checked A-Line Knee-Length Skirt	low	blackfriday	mid-season
105430	https://pacific.bloomreach.com/apparel/products/105430___105430	TRUE	24.99	female	Beige	ZALORA WORK	Polyester		Casual	women>skirts	ZALORA WORK Beige Solid Pencil Skirt With Side Slit	high	mothersday	mid-season	TRUE	24.99	female	Beige	ZALORA WORK	Polyester		Casual	women>skirts	ZALORA WORK Beige Solid Pencil Skirt With Side Slit	high	mothersday	mid-season
105431	https://pacific.bloomreach.com/apparel/products/105431___105431	FALSE	19.49	female	Black	BoStreet	Cotton			women>shorts	BoStreet Women Black Loose Fit Denim Shorts	OOS	blackfriday	winter	FALSE	19.49	female	Black	BoStreet	Cotton			women>shorts	BoStreet Women Black Loose Fit Denim Shorts	OOS	blackfriday	winter
105433	https://pacific.bloomreach.com/apparel/products/105433___105433	TRUE	54.99	female	Black	KENDALL & KYLIE	Cotton			women>skirts	KENDALL & KYLIE Women Black Solid Pure Cotton Flared Maxi Skirt	ok	mothersday	mid-season	TRUE	54.99	female	Black	KENDALL & KYLIE	Cotton			women>skirts	KENDALL & KYLIE Women Black Solid Pure Cotton Flared Maxi Skirt	ok	mothersday	mid-season
105434	https://pacific.bloomreach.com/apparel/products/105434___105434	TRUE	32.99	female	Blue	ONLY	Cotton			women>skirts	ONLY Women Blue Printed Mini Denim Skorts	low	blackfriday	winter	TRUE	32.99	female	Blue	ONLY	Cotton			women>skirts	ONLY Women Blue Printed Mini Denim Skorts	low	blackfriday	winter
105435	https://pacific.bloomreach.com/apparel/products/105435___105435	TRUE	36.11	female	Red	AKKRITI BY PANTALOONS	Rayon	Radiance		women>skirts	AKKRITI BY PANTALOONS Women Red Printed Maxi Skirts	low	christmas	winter	TRUE	36.11	female	Red	AKKRITI BY PANTALOONS	Rayon	Radiance		women>skirts	AKKRITI BY PANTALOONS Women Red Printed Maxi Skirts	low	christmas	winter
105436	https://pacific.bloomreach.com/apparel/products/105436___105436	TRUE	26.99	female	White	LC Waikiki	Cotton			women>pants	LC Waikiki Women White Pure Cotton Solid Denim Shorts	unknown	mothersday	summer	TRUE	26.99	female	White	LC Waikiki	Cotton			women>pants	LC Waikiki Women White Pure Cotton Solid Denim Shorts	unknown	mothersday	summer
105437	https://pacific.bloomreach.com/apparel/products/105437___105437	FALSE	26.99	female	Multi	ZALORA OCCASION	Polyester			women>skirts	ZALORA OCCASION Multi-Coloured Side Slit Midi Skirt	OOS	back2school	mid-season	FALSE	26.99	female	Multi	ZALORA OCCASION	Polyester			women>skirts	ZALORA OCCASION Multi-Coloured Side Slit Midi Skirt	OOS	back2school	mid-season
105438	https://pacific.bloomreach.com/apparel/products/105438___105438	TRUE	59	female	Blue	Label Ritu Kumar	Polyester	Radiance		women>skirts	Label Ritu Kumar Blue Ethnic Motifs Print Accordian Pleats Tulle Polyester Flared Skirt	high	back2school	summer	TRUE	59	female	Blue	Label Ritu Kumar	Polyester	Radiance		women>skirts	Label Ritu Kumar Blue Ethnic Motifs Print Accordian Pleats Tulle Polyester Flared Skirt	high	back2school	summer
105439	https://pacific.bloomreach.com/apparel/products/105439___105439	FALSE	37.61	female	White	BoStreet	Polyester	Radiance		women>skirts	BoStreet Women White Floral Printed Ruffle A-Line Skirt	OOS	valentine	mid-season	FALSE	37.61	female	White	BoStreet	Polyester	Radiance		women>skirts	BoStreet Women White Floral Printed Ruffle A-Line Skirt	OOS	valentine	mid-season
