manufacturer	catalog_number	catalog_number_partialvalue	master_upc	application_en	application	color_en	color	height	length	material_en	material	size_en	size	voltage_rating	weight	type_en	type	availability	url	pid	title_en	title	description_en	description	brand	thumb_image	price	sale_price	category_paths
Brady	86869	['868', '8686', '86869']	75447386869		 	Black/Red on White	Schwarz/Rot auf Weiß	3.5		Brady B-302 Polyester	Brady B-302 Polyester		 		0.05	Label	Etikett	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4511375___4511375	4511375	BRADY 86869 Equipment/OEM Labels	BRADY 86869 Geräte-/OEM-Etiketten	EQUIPMENT/OEM LABELS	AUSRÜSTUNGS-/OEM-ETIKETTEN	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4511375.jpg	11.55	7.27	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309050000', 'name': 'Warning Labels'}]]
Rockwell Automation	800TC-QAH2A	['800', '800T', '800TC', '800TC-', '800TC-Q', '800TC-QA', '800TC-QAH', '800TC-QAH2', '800TC-QAH2A']	88563011888		 	Amber	Bernstein				 		 	130 VAC//VDC	0.445	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4513429___4513429	4513429	AB 800TC-QAH2A 800T 30mm Push	AB 800TC-QAH2A 800T 30mm Druck	A-B 800TC-QAH2A 30mm Momentary Push Button 800T PB	A-B 800TC-QAH2A 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4513429.jpg	11.76	7.41	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Minerallac	67802	['678', '6780', '67802']	8593767802		 	Yellow	Gelb		600' FT		 		 			3-Strand Polypropylene Rope	3-litziges Polypropylenseil	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4514463___4514463	4514463	CULLY 67802 YELLOW POLY ROPE	CULLY 67802 GELBES POLYSEIL	Minerallac 67802 3/16 Inch x 600 Foot 72 lb Yellow Polypropylene Rope	Minerallac 67802 3/16 Zoll x 600 Fuß 72 lb gelbes Polypropylenseil	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4514463	8.06	5.08	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardware'}, {'id': 'NA_160300000000', 'name': 'Cable, Chain & Rope'}, {'id': 'NA_160303000000', 'name': 'Ropes'}, {'id': 'NA_160303080000', 'name': 'Poly Ropes'}]]
Bridgeport Fittings, LLC	MLB-49	['MLB', 'MLB-', 'MLB-4', 'MLB-49']	78174744149	Mogul style conduit body for use with threaded Rigid/IMC Conduit. Suitable for use in wet locations. Max wire fill is 3-750 MCM THHN, THWN, XHHW	Mogul-Rohrkörper zur Verwendung mit Gewinde-Rohren (starr/IMC). Geeignet für Feuchträume. Maximale Drahtbelegung: 3–750 MCM THHN, THWN, XHHW		 			Aluminum	Aluminium		 		20.85	Mogul Conduit Bodies	Mogul-Rohrkörper	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4515574___4515574	4515574	BRDGPRT MLB-49 3-1/2 Mogul Conduit	BRDGPRT MLB-49 3-1/2 Mogul-Leitung	Bridgeport MLB-49 3-1/2 Mogul Conduit Body, Aluminum	Bridgeport MLB-49 3-1/2 Mogul-Rohrkörper, Aluminium	Bridgeport	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4515574.jpg	13.41	8.45	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Rockwell Automation	800T-E15D4V	['800', '800T', '800T-', '800T-E', '800T-E1', '800T-E15', '800T-E15D', '800T-E15D4', '800T-E15D4V']	66207442415		 	None (No button cap)	Keine (Keine Knopfkappe)				 		 		0.489	30mm Cylinder Lock Push Button	30-mm-Zylinderschloss-Druckknopf	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4516790___4516790	4516790	AB 800T-E15D4V 800T 30mm Push	AB 800T-E15D4V 800T 30mm Push	A-B 800T-E15D4V 30mm Cylinder Lock Push Button 800T PB	A-B 800T-E15D4V 30mm Zylinderschloss Druckknopf 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4516790.jpg	11.21	7.06	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-A6AP	['800', '800T', '800T-', '800T-A', '800T-A6', '800T-A6A', '800T-A6AP']	66207332667		 	Red	Rot				 		 		0.388	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4517289___4517289	4517289	AB 800T-A6AP 800T 30mm Push Button	AB 800T-A6AP 800T 30mm Drucktaster	A-B 800T-A6AP 30mm Momentary Push Button 800T PB	A-B 800T-A6AP 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4517289.jpg	9.92	6.25	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-P26C	['800', '800T', '800T-', '800T-P', '800T-P2', '800T-P26', '800T-P26C']	78118018796		 	Colorless	Farblos				 		 	240 VAC	0.45	30mm Pilot Light	30-mm-Kontrollleuchte	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4517476___4517476	4517476	AB 800T-P26C 800T 30mm Push Button	AB 800T-P26C 800T 30mm Drucktaster	A-B 800T-P26C 30mm Pilot Light 800T PB	A-B 800T-P26C 30mm Kontrollleuchte 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4517476.jpg	8.86	5.58	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120903000000', 'name': 'Indicator Pilot Lights'}, {'id': 'NA_120903040000', 'name': '30mm'}]]
Rockwell Automation	800T-QTH2C	['800', '800T', '800T-', '800T-Q', '800T-QT', '800T-QTH', '800T-QTH2', '800T-QTH2C']	88563011936		 	Colorless	Farblos				 		 	130 VAC//VDC	0.41	30mm Pilot Light	30-mm-Kontrollleuchte	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4519172___4519172	4519172	AB 800T-QTH2C 800T 30mm Push Button	AB 800T-QTH2C 800T 30mm Drucktaster	A-B 800T-QTH2C 30mm Pilot Light 800T PB	A-B 800T-QTH2C 30mm Kontrollleuchte 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4519172.jpg	13.88	8.74	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120903000000', 'name': 'Indicator Pilot Lights'}, {'id': 'NA_120903040000', 'name': '30mm'}]]
Milwaukee Electric Tool	6161-30	['616', '6161', '6161-', '6161-3', '6161-30']	4524224158		 		 				 		 		7.1		 	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4519438___4519438	4519438	MILW 6161-30 6 13A Sag - Paddle	MILW 6161-30 6 13A Sag – Paddel	Milwaukee 6161-30 13 Amp 6 Small Angle Grinder Paddle, Lock-On	Milwaukee 6161-30 13 Ampere 6 kleiner Winkelschleifer mit Paddel, Arretierung	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4519438.jpg	12.87	8.11	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503400000', 'name': 'Sanders and Grinders'}, {'id': 'NA_251503400500', 'name': 'Grinders'}]]
Rockwell Automation	800T-PA16GX	['800', '800T', '800T-', '800T-P', '800T-PA', '800T-PA1', '800T-PA16', '800T-PA16G', '800T-PA16GX']	66246830386		 	Green	Grün				 		 	120@50/60Hz VAC	0.542	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4520674___4520674	4520674	AB 800T-PA16GX 800T 30mm Push	AB 800T-PA16GX 800T 30mm Druck	A-B 800T-PA16GX 30mm Momentary Push Button 800T PB	A-B 800T-PA16GX 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4520674.jpg	6.41	4.04	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Greenlee	08-03-54A	['08-', '08-0', '08-03', '08-03-', '08-03-5', '08-03-54', '08-03-54A']	78331038073	For Drilling In Soft Woods Or Through Thin Sections	Zum Bohren in Weichholz oder durch dünne Schichten		 				 		 		0.6	Type A	Typ A	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4524964___4524964	4524964	GRN 08-03-54A Bit D'Versibit	GRN 08-03-54A Bit D'Versibit	Greenlee 08-03-54A Bit D'Versibit .500X.187X54.00 A	Greenlee 08-03-54A Bit D'Versibit .500X.187X54.00 A	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4524964.jpg	7.96	5.02	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251501000000', 'name': 'Attachments'}, {'id': 'NA_251501090000', 'name': 'Drill Bits'}, {'id': 'NA_251501090400', 'name': 'Auger Bits'}]]
Greenlee	08-03-72B	['08-', '08-0', '08-03', '08-03-', '08-03-7', '08-03-72', '08-03-72B']	78331038099	For Aggressive Chip Removal In Many Types Of Woods	Für aggressive Spanabfuhr bei vielen Holzarten	Green	Grün				 		 		0.8	Type B, Combination With Screw Point	Typ B, Kombination mit Schraubspitze	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4524965___4524965	4524965	GRN 08-03-72B Bit D'Versibit	GRN 08-03-72B Bit D'Versibit	Greenlee 08-03-72B Bit D'Versibit .500X.187X72.00 B	Greenlee 08-03-72B Bit D'Versibit .500X.187X72.00 B	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4524965.jpg	11.07	6.98	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251501000000', 'name': 'Attachments'}, {'id': 'NA_251501090000', 'name': 'Drill Bits'}, {'id': 'NA_251501090400', 'name': 'Auger Bits'}]]
Greenlee	09-03-54A	['09-', '09-0', '09-03', '09-03-', '09-03-5', '09-03-54', '09-03-54A']	78331038078	For Drilling In Soft Woods Or Through Thin Sections	Zum Bohren in Weichholz oder durch dünne Schichten	Orange	Orange				 		 		0.66	Type A	Typ A	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4524966___4524966	4524966	GRN 09-03-54A Bit D'Versibit	GRN 09-03-54A Bit D'Versibit	Greenlee 09-03-54A Bit D'Versibit .562X.187X54.00 A	Greenlee 09-03-54A Bit D'Versibit .562X.187X54.00 A	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4524966.jpg	6.59	4.15	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251501000000', 'name': 'Attachments'}, {'id': 'NA_251501090000', 'name': 'Drill Bits'}, {'id': 'NA_251501090400', 'name': 'Auger Bits'}]]
ABB Installation Products	LB97	['LB9', 'LB97']	78621093342	Conduit Bodies are Installed In Conduit Systems to Connect Sections, Act As Pull Outlets When Conductors are Being Installed and Provide Easy Access for Splices In Branch Conductors.	In Leitungsrohrsystemen werden Gehäuse installiert, um Abschnitte zu verbinden, als Zugösen beim Verlegen von Leitern zu dienen und einen einfachen Zugang für Spleiße in Abzweigleitern zu ermöglichen.		 			Gray Iron	Graues Eisen		 		9	Form 7 Conduit Body	Form 7 Leitungskörper	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4527437___4527437	4527437	T&B LB97 3-1/2Conduit Body Iron Lb	T&B LB97 3-1/2"-Rohrkörper aus Eisen, Pfund	Thomas & Betts LB97 3-1/2 LB-Shape Conduit Body w/ BlueKote&#174; Internal Coating, Form-7	Thomas & Betts LB97 3-1/2 LB-förmiges Leitungsgehäuse mit BlueKote™-Innenbeschichtung, Form-7	T&B	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4527437.jpg	9.52	6	[[{'id': 'NA_110000000000', 'name': 'Conduit, Fittings, & Raceway'}, {'id': 'NA_110300000000', 'name': 'Electrical Conduit & Fittings'}, {'id': 'NA_110302000000', 'name': 'Metallic Conduit & Fittings'}, {'id': 'NA_110302030000', 'name': 'Conduit Body, Covers, & Gaskets'}, {'id': 'NA_110302030900', 'name': 'Type LB Condulets'}]]
Rockwell Automation	800T-D1JA2	['800', '800T', '800T-', '800T-D', '800T-D1', '800T-D1J', '800T-D1JA', '800T-D1JA2']	66207346197		 	Green	Grün				 		 		0.434	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4528130___4528130	4528130	AB 800T-D1JA2 800T 30mm Push Button	AB 800T-D1JA2 800T 30mm Drucktaster	A-B 800T-D1JA2 30mm Momentary Push Button 800T PB	A-B 800T-D1JA2 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4528130.jpg	12.19	7.68	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Minerallac	39818	['398', '3981', '39818']	8593739818	The conical plastic anchor is a light-duty part that can be used in drywall, concrete, and hollow block or brick.	Der konische Kunststoffanker ist ein leichtes Bauteil, das in Gipskarton, Beton und Hohlblocksteinen oder Ziegeln verwendet werden kann.		 		0.875 in	Plastic	Plastik	#8 � #10	#8 – #10		0.785	Plastic Anchor	Kunststoffanker	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4529183___4529183	4529183	CULLY 39818 #8 PH COMBO ANCHOR KIT	CULLY 39818 #8 PH KOMBI-ANKERSET	Minerallac 39818 #8 201-Piece Red Plastic Combination Slotted/Phillips Drive Pan Head Conical Anchor Kit	Minerallac 39818 #8 201-teiliges rotes Kunststoff-Kombinations-Schlitz-/Kreuzschlitz-Antriebs-Pan-Head-Kegelanker-Set	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4529183	9.49	5.98	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardware'}, {'id': 'NA_160100000000', 'name': 'Fastener Assortments'}, {'id': 'NA_160101000000', 'name': 'Anchor Kit'}]]
Milwaukee Electric Tool	6391-21	['639', '6391', '6391-', '6391-2', '6391-21']	4524204961		 		 				 		 	120 VAC//VDC	18.45		 	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4531136___4531136	4531136	MILW 6391-21 SAW CIRC 7-1/4 LEFT	MILW 6391-21 SAW CIRC 7-1/4 LINKS	Milwaukee 6391-21 Tilt-Lok&#8482; 7-1/4 Circular Saw with Case	Milwaukee 6391-21 Tilt-Lok™ 7-1/4 Kreissäge mit Koffer	Milwaukee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4531136.jpg	11.65	7.34	[[{'id': 'NA_250000000000', 'name': 'Tools & Instruments'}, {'id': 'NA_251500000000', 'name': 'Power Tools & Attachments'}, {'id': 'NA_251503000000', 'name': 'Corded Power Tools'}, {'id': 'NA_251503410000', 'name': 'Saws'}, {'id': 'NA_251503410300', 'name': 'Circular Saws'}]]
Rockwell Automation	800T-H34B	['800', '800T', '800T-', '800T-H', '800T-H3', '800T-H34', '800T-H34B']	66207341913		 		 				 		 		0.611	30mm Selector Switch	30-mm-Wahlschalter	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4531911___4531911	4531911	AB 800T-H34B 800T 30mm Push Button	AB 800T-H34B 800T 30mm Drucktaster	30MM SELECTOR SWITCH 800T PB	30-mm-Wahlschalter 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4531911.jpg	5.12	3.23	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120910000000', 'name': 'Selector Switches'}, {'id': 'NA_120910040000', 'name': '30mm'}, {'id': 'NA_120910040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-QMH2AD1	['800', '800T', '800T-', '800T-Q', '800T-QM', '800T-QMH', '800T-QMH2', '800T-QMH2A', '800T-QMH2AD', '800T-QMH2AD1']	88495180771		 	Amber	Bernstein				 		 	130 VAC//VDC	0.399	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4533239___4533239	4533239	AB 800T-QMH2AD1 800T 30mm Push	AB 800T-QMH2AD1 800T 30mm Push	A-B 800T-QMH2AD1 30mm Momentary Push Button 800T PB	A-B 800T-QMH2AD1 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4533239.jpg	6.11	3.85	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Rockwell Automation	800T-D6LF	['800', '800T', '800T-', '800T-D', '800T-D6', '800T-D6L', '800T-D6LF']	66246885726		 	Red	Rot				 		 		0.529	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4535022___4535022	4535022	AB 800T-D6LF 800T 30mm Push Button	AB 800T-D6LF 800T 30mm Drucktaster	A-B 800T-D6LF 30mm Momentary Push Button 800T PB	A-B 800T-D6LF 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4535022.jpg	5.73	3.61	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-H19D1	['800', '800T', '800T-', '800T-H', '800T-H1', '800T-H19', '800T-H19D', '800T-H19D1']	66207337703		 		 				 		 		0.366	30mm Selector Switch	30-mm-Wahlschalter	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4535257___4535257	4535257	AB 800T-H19D1 800T 30mm Push Button	AB 800T-H19D1 800T 30mm Drucktaster	A-B 800T-H19D1 30mm Selector Switch 800T PB	A-B 800T-H19D1 30mm Wahlschalter 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4535257.jpg	10.05	6.33	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-QAH2AD1	['800', '800T', '800T-', '800T-Q', '800T-QA', '800T-QAH', '800T-QAH2', '800T-QAH2A', '800T-QAH2AD', '800T-QAH2AD1']	88563011918		 	Amber	Bernstein				 		 	130 VAC//VDC	0.403	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4535757___4535757	4535757	AB 800T-QAH2AD1 800T 30mm Push	AB 800T-QAH2AD1 800T 30mm Push	A-B 800T-QAH2AD1 30mm Momentary Push Button 800T PB	A-B 800T-QAH2AD1 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4535757.jpg	13.61	8.58	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040100', 'name': 'Illuminated'}]]
Rockwell Automation	800T-E15A4	['800', '800T', '800T-', '800T-E', '800T-E1', '800T-E15', '800T-E15A', '800T-E15A4']	66207354248		 	None (No button cap)	Keine (Keine Knopfkappe)				 		 		0.525	30mm Cylinder Lock Push Button	30-mm-Zylinderschloss-Druckknopf	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4535907___4535907	4535907	AB 800T-E15A4 800T 30mm Push Button	AB 800T-E15A4 800T 30mm Drucktaster	A-B 800T-E15A4 30mm Cylinder Lock Push Button 800T PB	A-B 800T-E15A4 30mm Zylinderschloss Druckknopf 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4535907.jpg	13.77	8.68	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800TC-A1A	['800', '800T', '800TC', '800TC-', '800TC-A', '800TC-A1', '800TC-A1A']	66246803166		 	Green	Grün				 		 		0.28	30mm Momentary Push Button	30-mm-Momentan-Drucktaster	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4536190___4536190	4536190	AB 800TC-A1A 800T 30mm Push Button	AB 800TC-A1A 800T 30mm Drucktaster	A-B 800TC-A1A 30mm Momentary Push Button 800T PB	A-B 800TC-A1A 30mm Momentan-Drucktaster 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4536190.jpg	13.39	8.44	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
Rockwell Automation	800T-FXJT6	['800', '800T', '800T-', '800T-F', '800T-FX', '800T-FXJ', '800T-FXJT', '800T-FXJT6']	66207377107		 	Red	Rot				 		 		0.269	30mm Push-Pull Device	30-mm-Schub-Zug-Gerät	TRUE	https://pacific.bloomreach.com/supplyglobal/products/4537729___4537729	4537729	AB 800T-FXJT6 800T 30mm Push Button	AB 800T-FXJT6 800T 30mm Drucktaster	A-B 800T-FXJT6 30mm Push-Pull Device 800T PB	A-B 800T-FXJT6 30mm Push-Pull-Gerät 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4537729.jpg	6.15	3.87	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909040000', 'name': '30mm'}, {'id': 'NA_120909040200', 'name': 'Non-Illuminated'}]]
